id	sentiment	review
"9919_9"	1	"Mesmerizing, breathtaking and horrifying, this hauntingly beautiful film is the \"Apocalypse Now\" without fiction. Slow in pace, quiet in mood, it gives good glimpses of the poisoned patches of Earth that may well be signs of an inevitable doom.<br /><br />There is no doubt in my mind -- the nature is plagued and we are the disease. Greed, the very essence of humanity that drives evolution and progress, has turned us into something like cancer, on its way to consume the host and die with it...<br /><br />Manufactured Landscapes is quite an unforgettable viewing experience - at least I'll never regard my toaster and iron the same way again."
"9407_4"	0	"\"Houseboat Horror\" is often regarded as the worst Australian film ever made and described as a typical slasher film,which carried the promotion 'See the movie that can't get an Academy Award'.An underground disco band members begins to die slashed to death by burned maniac as they are attempting to shoot a music video on a remote lake in the Australian outback.Badly acted and written slasher flick with zero suspense and annoying characters.It certainly delivers the gore:heads are split in half with a machete,throats are cut and a woman is killed with a horseshoe.If you like cheesy slasher movies you can give this one a try,but you have been warned.At least it's better than Swedish \"The Bleeder\".4 out of 10."
"5561_3"	0	"I saw this film under the title of \"Tied Up\". In general I have enjoyed Dolph's movies, so gave this one a try. It wasn't worth it. I have read some of the previous comments about the box enticing viewers. Don't be fooled. This is a poor film at best. The acting is nonexistent. The plot, what little there is of one, is very predictable. The movie in places seems to be chopped together. This one just plain stinks the place up. Not even worth the price of a cheap night rental. As a bit of a Dolph fan, I kept waiting to see him in action. By the end of the movie, you will still be waiting. Best to avoid this film, and spend your time watching almost anything else."
"2093_3"	0	"If you like a syfi soap opera this show is for you, as fare as I am concerned it does not work for me and after watching 3 episodes I just can't watch it anymore. It is boring and slow and for a show that the timeline is based around 100.000+ years ago if you base it on battlestar galactica's timeline for arriving on earth they sure seem to have all the same stuff around like the 100.000 year old Chevy vans driving down the streets and people watching the 100.000 year old popular name brand LCD T.V. sets. It also goes the same with the rest of the sets as well on the show, there is just to much of today's stuff involved in it to not overlook, I think they could have done a lot better of a job to get around these issues and yes battlestar galactica had some of the same issues but not nearly as bad. As fare as the rest of the show it is not nearly as good as BSG was and it is a poor pre sequel to it."
"6668_2"	0	"The longer this film went on-and it seemed to tediously go on for ever- the more annoyed I became, as quite frankly, what a waste of time sitting through this total nonsense. How on earth do people get to make films like this,or indeed receive finance for such rubbish? Don't be fooled by the relatively high ratings on IMDb as it just proves you can fool some of the people all the time. And in this picture the main players have an obsession with guns, so it is not difficult to work out the way this movie will ultimately unfold. America can never understand that the rest of the world finds it bizarre how society in the USA has such an obscene and fatal 'gun culture'. <br /><br />Anyhow:<br /><br />The lead actor portrays a loser who escapes into a fantasy world of being a cowboy in an Urban sprawl.He comes across a family with two spoiled brat children, a teenage girl and boy; taken care of by a strict single parent father who can barely cope. The cowboy is seduced by the teenage girl or vice-versa, and the impressionable boy is seemingly taken in by the lunacy of the loser.<br /><br />The cowboy spends the whole time in a state of unreality and depression.A total loser who prefers to go to the beach then work for living, and then commits a burglary on his family as he is too lazy to make money legally.<br /><br />Ask yourself:<br /><br />Who wants to watch either a sad failed loser in a fantasy world holding a death wish, or indeed view a poor family who are in effect not much better than white trash?!<br /><br />This film is pointless drivel.<br /><br />It only saves itself from getting the lowest mark possible by some half listen able music:<br /><br />2/10."
"5215_2"	0	"It's the same old, \"If I can't get the funding for my project, I'll inject myself\" monster movie. There is nothing new here. It's a lot like the Jeff Goldblum \"Fly\" movie. The man manages to keep some semblance of sanity, but eventually succumbs to the effects of his experiments. The acting is pretty bad. There are people acting stupidly all along the way, putting their lives in danger for no apparent reason. The guy keeps going back to the lab he has been forbidden to enter. Then there's his relationship with a young woman and her son. Admittedly, he is good looking, but he seems like a lot of trouble. It's just a pretty big waste of time. Even his tyrannosaurus suit looks like it came off the rack at a Star Trek convention."
"8561_3"	0	"The Cowboys could leave you a little sore in the saddle. Definitely not one of Johns best movies. Don't get me wrong, with any John Wayne move there is always some good spots. And this one has it's fair share. But over all the picture moves slow and just doesn't live up to the aspirations it could have been. Bruce Dern again does an outstanding job as the villain. Roscoe Lee Brown is another bright spot in the movie. The kids in the movie were average but could have been cast better. This would be a good movie for the eight to fifteen year old movie goers.<br /><br />This would be a good family move to watch with your children. Just be aware, there is a couple of scenes that you may want to take a look at before you let the young ones see it. But most kids that I know who have seen the movie like it. Maybe it's because they get to see kids their age do all the grown up work."
"6488_10"	1	"War is hell. But this documentary of WWII is heaven.<br /><br />Not only is this series a breath-taking, almost-exhaustive look at the Second World War, it's a poetic masterpiece told clearly and superbly by Laurence Olivier.<br /><br />This documentary series defines the genre. It's sweepingly long, no doubt, but you will enjoy all of them and want to come back for more and more. (I have the series on DVD and I probably watch the series three times a year).<br /><br />Truly, this is an impeccable bit of film-making. Other than Olivier, the best part of the series is listening to the veterans tell their stories; whether it be about an actual battle or about finding a hog to butcher so they could have something delicious for supper.<br /><br />I'm going to go watch it right now (again, my... 11th time)."
"1945_8"	1	"This final Voyager episode begins 23 years in the future. Voyager has made it back home. In the many years it took to return tho, the Vulcan Tuvoks' mind has been destroyed. He carried a disease they were too late getting home to cure.<br /><br />Captain Janeway comes across aliens who have time travel technology. She realizes, there's a Warp Conduit in the Delta Quadrant that could bring Voyager home immediately - if she could go back in time and notify Voyager. There's one problem. The Conduit is deep inside Borg Space.<br /><br />Janeway visits Tuvok. He's like a child. He scribbles tho, obsessed, working on math problems or movie reviews or something, he's convinced are important somehow. In the institution, Tuvok cries, asking for 'Janeway' to please, please come back to him.<br /><br />Janeway decides to commandeer a federation shuttle and equip it with weapons technology 20 years ahead of the Borg, in the hopes of going back in time and using this new technology to guide Voyager to the Warp Conduit.<br /><br />When she goes back in time and links up with Voyager, Janeway meets her younger self. The two captains disagree, arguing about the plan. The real-captain visits Tuvok asking him if it's true he has a brain disorder. Tuvok admits it's true, but it can't be cured by the facilities on the ship so he's kept it to himself.<br /><br />The young Captain agrees to the older Captains' plan. To increase their chances of success the older Janeway plans to distract the Borg with her shuttle craft. The Borg actually capture Janeway and her shuttle. The Borg Queen personally assimilates Captain Janeway. But Janeway's expected this! the Borg Queen has assimilated a virus into herself that kills her. With the Borg Queen dead Voyager makes it thru the Warp Conduit back to federation space."
"6712_2"	0	"I guess you have to give some points for the sheer courage of writing a musical around a history lesson but how about some decent music? <br /><br />Is the cartoonish acting of Howard DeSilva meant to pique the interest of otherwise jaded children? <br /><br />Is William Daniels' campy contemporary (for the time) acting style meant to appeal to a 1960s/70s demographic? <br /><br />Do we need all the \"in-jokes\" about NY & NJ? (I can hear the blue-haired Broadway audience guffawing on cue.) <br /><br />Sorry, I find the whole piece dated, boring & the acting far too strident for the screen"
"7986_4"	0	"\"Rois et Reine\" is a sprawling mess of a movie which will probably irritate as many viewers as it delights. It focuses by turns on ex-lovers Nora (Emanuelle Devos)and Ismael (Mathieu Amalric) as they each confront a major crisis in their now separate lives. While Nora's story is played straight and is sombre in tone, Ismael's is played mainly for laughs, although it's not particularly funny. Nora's crisis is triggered by the terminal illness of her father Louis (Maurice Garrel), and Ismael's by his sudden incarceration in a mental hospital at the instigation of a mysterious third party. Ismael and Louis are just two of the males who have shaped Nora's life, and in turn have been shaped by her, the most notable others being her now deceased first lover Pierre and their young son Elias. As events past and present are played out for the audience, and the ex-lovers become involved in each other's lives once more, it gradually emerges that Nora's personal take on her life story may be less reliable than first meets the eye.<br /><br />Cult director Arnaud Desplechin has fashioned a considerable oddity here, one which has garnered major plaudits in France. He wilfully eschews established narrative convention and develops the movie via a series of dramatic shifts in mood and tone. Had this approach been founded on a coherent unifying core idea or theme it might have worked, but it's not clear in the end what exactly Desplechin's film is actually about. Heavy-handed allusions to Greek mythology and Freudian theory are evidently freighted with meaning but, at least for this unschooled movie-goer, remain less than helpful in illuminating and interpreting the lives of the characters. At other times the treatment lapses into kitsch but the use of the anodyne \"Moon River\" as the film's theme tune suggests this is probably deliberate.<br /><br />**Spoiler alert** I suspect a major theme of the movie is the not very original observation that how we see ourselves can differ radically from how others see us or even how we think others see us. This idea is most obviously represented in the film by the violent death of Pierre and the revelation contained in Louis' secret diary, but unfortunately both events seem entirely disconnected from what has otherwise been revealed to the audience of Pierre and Louis' respective relationships with Nora. This seems a cheat on Desplechin's part, as if he is thrusting the idea upon us in unmediated form rather than illustrating it more subtly in the natural course of the narrative. One or two darkly surreal touches imply the presence of an alternative but largely unconscious world of persons stripped frighteningly bare, but again these are felt more as pretentious intrusions of film-making technique rather than eruptions from a deeper reservoir of truth inherent in the story. In fact, for all its heavy-handed hints at depth, the characters are curiously undeveloped and unnuanced, as if they function more as ciphers for their creator's many ideas about people rather than as real people in their own right. Much of the detail of their lives seems arbitrarily applied rather than organic. For example, Ismael, as we are constantly reminded, is a viola player, but more than two hours pass before we actually see or hear him play, and the effect of his chosen instrument or profession upon his personality is never elaborated. Hence, he may just as well be a marine biologist or a trapeze artist. <br /><br />Amalric brings a certain manic charm to the unhinged but ultimately sane Ismael, but I found Devos cloying and monotone (which may be intentional, however) as the elusive Nora. Meanwhile Jean-Paul Roussillon as Ismael's father, Elsa Wolliaston as his psychoanalyst and Magalie Woch as the psychically wounded but defiant Sinologist he befriends in hospital make the biggest impact amongst the supporting actors. Catherine Deneuve's in it, too, though her role is little more than a self-referential cameo.<br /><br />Ultimately, \"Rois et Reine\" is very much an acquired taste. Should it fail to push your buttons, it's very likely that Desplechin's undisciplined and florid approach will frustrate and exasperate even as you somehow keep watching."
"1269_2"	0	"This series gets 2 stars solely because it puts some of Dickens' Bleak House on film and perhaps someone will read the book. Contrary to what is probably received opinion, Diana Rigg was poor as Lady Dedlock. She was clunky and wooden. Lady D. is a reserved character but not a martinet. Denholm Elliot is wrong, wrong, wrong for Mr. Jarndyce. So I'll interrupt myself and respond to all those people who are saying: \"I didn't read the book, so I don't have to take this guy's opinion because he's basing his evaluations on the book.\" True and not true. For ex, Diana Rigg is bad in her role because of poor acting whether or not you've read the book. On the other hand, Denholm Elliot is a passable Jarndyce (although too old). The series fails not because it's unfair to compare it to the book, but because the various plot lines and characters just don't coalesce to make a coherent, dramatic, mysterious andcompelling entertainment. It is dull and flat. If you want to make apossibly good Bleak House, you need to expend 20 hours of film in 10 two hour episodes. But I suggest that producers etc. leave Dickens alone (even A Christmas Carol). Television deadens the genius of Dickens as manifested in his ingenious plots and unforgettable characters."
"8146_10"	1	"I cannot stop saying how much I loved this movie. This movie is one of the least known and one of the funniest movies I have ever seen. The movie follows the exploits of a rap group, NWH (Ni#$%rs with Hats) It goes from the beginning of the group to the end of the group, after it's tragic break up. Following the group is documentary maker Nina Blackburn. <br /><br />The movie is on a shoestring budget, but it does not seem to matter, this is a very well made, well produced film and the performances by all of these actors and actresses are excellent. The main strength of this movie is the writing, there are so many brilliant lines and takeoffs on rap in this movie, it is unreal. <br /><br />SPOILER<br /><br />There are takeoffs on actual rappers, like MC Slammer, Vanilla Sherbert, Ice Cold, Tone Def, Tastey-Taste, and songs (Booty Juice, Grab Your Dick, Etc.) Rusty Condieff has made an excellent film. In the movie he plays rapper Ice Cold. The movie does not quit, it is funny from the beginning to the end. <br /><br />The movie works so well because it becomes outlandish on occasion, but it strikes that line where it is funny without going too far out there. Listening to the three leads try to talk some kind of philosophy was one of the best parts of the movie, like Tone Def telling a record producer, when you take the bus, you get there', and the producer responding, that's deep!'<br /><br />The group portraying N.W.H. has some sort of natural chemistry to them. They work so well together, and they manage to pull this movie of to where there is not a week moment in the film. What really makes this movie so good is how true to some of the rap groups of the time this movie is. Many rap groups had problems with violence, with censors, and like NWA, the group only became popular when the establishment began to make a big deal out of the controversial lyrics.<br /><br />I like this movie because it is offensive. There is something here to offend everyone in a good natured way. The movie has a takeoff on a good number of people too outside of rap, the funniest being of Spike Lee. Where they came up with this dialogue I cannot imagine. The movie has line after line that will have you rolling on the floor. As I said before the writing is just excellent.<br /><br />I am not surprised that this movie met such limited release. It is an intelligent, controversial, and even thought provoking film. This is too much for mainstream, despite the fact it is hilarious, and nearly flawless in it's production. There are no major stars, but a lot of familiar faces, including Marc Lawrence, who plays Tone Def. Watch this movie, at the very least you will definitely have an opinion of it."
"8560_1"	0	"What a time we live in when someone like this Joe Swan-whatever the hell is considered a good filmmaker...or even a filmmaker at all! Where are the new crop of filmmakers with brains AND talent??? We need them bad, and to hell with mumblecore!<br /><br />This movie is about nothing, just as the characters in the film stand for nothing. It's this horrible, so-called Gen Y, that is full of bored idiots, some of which declare themselves filmmakers with out bothering to learn anything about the craft before shooting. Well, Orson Welles was a filmmaker. John Huston was a filmmaker. Fellini was a filmmaker. Dreyer was a filmmaker, etc. Current films like these show just how stupid young, so-called \"filmmakers\" can be when they believe going out with no script, no direction, no thought, no legit \"camerawork\" (everything shot horribly on DV), no craft of editing, no nothing, stands for \"rebellious\" or \"advanced\" film-making. Nope, it's called ignorance and laziness or just pure masturbation of cinema (and there actually is an in-your-face \"jack-off shot,\" so be ready). <br /><br />Look at the early films of any accomplished \"indie\" filmmaker: Linklatter, Morris, Allen, Lynch, Hartley, Jarmusch, Jost, Lee, or Herzog...none made anything as tedious and aimless as this, yet Swan-whatever the hell, is still going to SXSW every year and hailed as some kind of gutsy, new talent. It's crap! I can't imagine anyone liking this, and everything else this so-called filmmaker has done (all seen by me) is just as bad (the newer stuff clearly made to appeal to a more mainstream audience, one of the sitcom calling). Steer clear, unless you're a friend or family member of those involved...on second thought, if you're a family member or friend you'd probably be embarrassed to see a family member or friend in such compromising situations...<br /><br />Utter garbage. This isn't art. This is the ultimate opposite of it."
"7747_1"	0	"Just the fact that the cover is a drawing, like those old B-movies should give you a warning about the quality of this movie. This is, however not a B-movie. It is a D-movie! <br /><br />There are no known actors, and the animals - WOW - it is the worst data-animation ever made during the last two decades. <br /><br />You hardly ever see the SCAAARY sabretooth shown on the front cover. You just hear people scream, bleed and die and you occasionally see a teeth or a tiger-paw. It's so amateur! Maybee worth seeing, just because it's so bad. Give it to a friend and say: \"This is the best movie I have ever seen, and wait for their reaction\" He, he. <br /><br />The movie is to weak to give it a Spoiler Alert! THIS IS A SPOILER."
"8420_9"	1	"1927, and Hollywood had been on the map as the centre of the cinematic world for a little over a decade. Now that it had become the site of a multi-million dollar industry and the vertically integrated studio system had been established, some of those in the calmer quarters of this film-making factory were taking the time for a little self-reflection. The Last Command, while its heart may be the classic story of a once prestigious man fallen on hard times, frames that tale within a bleak look at how cinema unceremoniously recreates reality, and how its production process could be mercilessly impersonal. It was written by Lajos Biro, who had been on the scene long enough to know.<br /><br />Taking centre stage is a man who was at the time among Hollywood's most celebrated immigrants  Emil Jannings. Before coming to the States Jannings had worked mainly in comedy, being a master of the hammy yet hilariously well-timed performance, often as pompous authority figures or doddering old has-beens. He makes his entrance in The Last Command as the latter, and at first it looks as if this is to be another of Jannings's scenery-chomping caricatures. However, as the story progresses the actor gets to demonstrate his range, showing by turns delicate frailty, serene dignity and eventually awesome power and presence in the finale. He never quite stops being a blustering exaggeration (the German acting tradition knowing nothing of subtlety), but he constantly holds our attention with absolute control over every facet of his performance.<br /><br />The director was another immigrant, albeit one who had been around Hollywood a bit longer and had no background in the European film industry. Nevertheless Joseph von Sternberg cultivated for himself the image of the artistic and imperious Teutonic Kino Meister (the \"von\" was made up, by the way), and took a very distinctive approach to the craft. Of note in this picture is his handling of pace and tone, a great example being the first of the Russian flashback scenes. We open with a carefully-constructed chaos with movement in converging directions, which we the audience become part of as the camera pulls back and extras dash across the screen. Then, when Jannings arrives, everything settles down. Jannings's performance is incredibly sedate and measured, and when the players around him begin to mirror this the effect is as if his mere presence has restored order.<br /><br />Sternberg appears to show a distaste for violence, allowing the grimmest moments to take place off screen, and yet implying that they have happened with a flow of images that is almost poetic. In fact, he really seems to have an all-round lack of interest in action. In the scene of the prisoners' revolt Sternberg takes an aloof and objective stance, his camera eventually retreating to a fly-on-the-wall position. Compare this to the following scenes between Jannings and Evelyn Brent, which are a complex medley of point-of-view shots and intense close-ups, thrusting us right into the midst of their interaction.<br /><br />As a personality on set, it would seem that Sternberg was much like the cold and callous director played on the screen by William Powell, and in fact Powell's portrayal is probably something of a deliberate parody that even Sternberg himself would have been in on. Unfortunately this harsh attitude did not make him an easy man to work with, and coupled with his focus on his technical resources over his human ones, the smaller performances in his pictures leave a little to be desired. While Jannings displays classic hamming in the Charles Laughton mode that works dramatically, it appears no-one told his co-stars they were not in a comedy. Evelyn Brent is fairly good, giving us some good emoting, but overplaying it here and there. The only performance that comes close to Jannings is that of Powell himself. It's a little odd to see the normally amiable star of The Thin Man and The Great Ziegfeld playing a figure so stern and humourless, like a male Ninotchka, but he does a good job, revealing a smouldering emotional intensity beneath the hard-hearted exterior.<br /><br />The Last Command could easily have ruffled a few feathers in studio offices, as tends to happen with any disparaging commentary on the film-making process, even a relatively tame example like this. At the very least, I believe many studio heads would have been displeased by the \"behind-the-scenes\" view, as it threatened the mystique of movie-making which was still very much alive at this point. As it turned out, such was the impact of the picture that Jannings won the first ever Academy Award for Best Actor, as well as a Best Writing nomination for Lajos Biro and (according to some sources, although the issue is a little vague) a nomination for Best Picture. This is significant, since the Academy was a tiny institution at this time and the first awards were more than ever a bit of self-indulgent back-slapping by the Hollywood elite. But elite or not, they recognised good material when they saw it, and were willing to reward it."
"2475_3"	0	"i was disappointed. the film was a bit predictable and did not live up to the hype plastered all over the box. Having said that, the characters were well developed, the windego myth was used in a unique premise and the house was pretty spooky but it just missed for me. I kept waiting for that big AHHHHH or BOO! But it never came.<br /><br />Furthermore the movie was plagued with poor filming of poor special effects. Thus showing to much of a bad thing and not using atmosphere and viewer imagination to create the horror and suspense. Try movies like Session 9 or the Cube if your looking for a low-budget but well conceived horror movie."
"5466_8"	1	"Excellent, pre-code amoral tale with Barbara Stanwyck as the newly inspired (by writings of Nietzsche!) to drive out her sensitivities and exploit herself, use men to her advantage. Not really fair on the German philosopher but interesting that this was the year Hitler came to power. Stanwyck, even in this young version doesn't do a lot for me but she certainly performs well here, ever driving herself and the film forward. Not as much flesh on display here as one might have expected but plenty of risqué situations and astonishing quips and innuendo. Great fun, if not a particularly attractive presentation of men and I suppose in all honesty not a very attractive view of the gold digging female. Still, that's life!"
"2386_8"	1	"The Menagerie parts one and two was the only 2-parter during the 3-year run of the original Trek series and it was because Roddenberry was able to insert most of the footage from the 1st pilot \"The Cage.\" The move was made out of necessity, to combat deadline problems in getting episodes produced (such a sf show back in the 1960s was a hassle to get done on time). One positive outcome back then was that audiences, unaware of the pilot produced almost a couple of years earlier, were treated to a whole new crew and captain for these two episodes on top of the regular cast of characters, as if the producers had spent double the money on these episodes to present a TV epic spanning a dozen years of Starfleet history (though they still used terms such as 'United Space Fleet' in these early episodes).<br /><br />The wraparound story begins as a space mystery plot: the Enterprise is diverted to Starbase 11 for unknown reasons and very soon Spock is a suspect in these shenanigans. Astonishingly, though even McCoy belabors the fact that Spock's Vulcan heritage makes subterfuge on his part impossible, it does turn out that Spock is indeed acting out some mutinous scheme to shanghai our precious starship and kidnap his former captain, Pike, now horribly crippled. Well, Spock is half human, we tend to forget. Or has he simply gone mad? It may very well be, for he's directing Enterprise to Talos IV, a planet so off-limits it's the subject of the only known death penalty on Starfleet's books. When the jig is up, there's a great scene of Spock surrendering to a flabbergasted McCoy, as Uhura looks on in shock. Even Kirk, usually steady as a captain should be, doesn't know what to make of his first officer's illogical conduct.<br /><br />In the 3rd and final acts, we begin to see transmitted images of a mission of the Enterprise from 13 years prior, when Capt. Pike was commanding and Spock was one of his officers. We really don't know where all this is going and what Spock hopes to accomplish - and that's another thing that makes this a very good 2-parter - we really need to find out what it's all about in the 2nd part. Not only is Spock facing severe penalties, but it looks like Kirk's career may be finished, as well. Double jeopardy, folks. This is also the 1st televised episode to feature one of those shuttlecrafts (none were available in the earlier \"The Enemy Within\" when the crafts were really needed). There's also one of those neat matte paintings to convey the ambiance of a futuristic starbase - this was the only way to visualize such things back then. Finally, check out Kirk's smug approach at the start of the episode - boy, do things go sideways on him as the story progresses."
"8059_10"	1	"I just saw this film on Turner Classic Movies last night and was blown away by Victor McLaglen's performance:In every sense of the word a \"tour de force\". The atmosphere of 1922 Dublin evoked through the cinematography and production design really foreshadowed techniques used in the best film noirs of the 40's and early 50's.Very nice attention to detail also;during Frankie McPhillip's (Wallace Ford's) wake, the mourners are all praying in Gaelic. Max Steiner's score is unforgettable. As in later films such as 1939's GWTW, he appropriated folk ballads to lend local color and a sense of place and time. John Ford: already a film giant in 1935!"
"793_2"	0	"I wasn't sure how to rate this movie, since it was so bad it was actually very funny. I'm not a Gackt fan by any means, though he is talented, despite the weird pseudonym that sounds like a cat coughing up a hairball. I always thought Hyde was talented though, Faith is an interesting album.<br /><br />But on topic here folks. This movie is ridiculous. It's so over the top and nonsensical it's almost like a parody of supernatural action films.<br /><br />The movie has almost no plot here, except it's just about vampires with gangster friends. In a way, this film almost reminded me of Spider-Man 3, with how there were too many ideas, which resulted in not enough time to pay attention on one of them.<br /><br />The action scenes were laughable. Quickly edited, almost hard to understand, with choreography that's so laughably bad. Though Hyde looked very stylish during the action scenes, but that's this film's only such redemption. I'm a sucker for good action movies, but the action was horribly done. Though the final shootout was OK and the highlight of this otherwise depressing movie.<br /><br />It keeps jumping between genres, not a good thing. It wants to be a drama, or an action flick, or a horror, or a romance... what the hell.<br /><br />If this review is making you mad, why? Is it because Gackt and Hyde are your love? Don't fool yourself, this MOVIE IS BAD."
