id	sentiment	review
"8731_7"	1	"When watching A Bug's Life for the first time in a long while, I couldn't help but see the comparisons with last year's Happy Feet. As far as the main storyline goes, they are very similar, an outcast doing what he can to fit in while also attempting to be special. It just goes to show you how much better that film could have been without its liberal diatribe conclusion. A lot of people disagree with me when I say that I really like Pixar's sophomore effort. Sure it doesn't manage to capture the splendor of Toy Story, nor is the animation out of this world. However, the story is top-notch and the characters are wonderful to spend time with. With plenty of laughs and a moral center to boot, I could watch this one just as much as the studio's other classics.<br /><br />There is a lot about finding strength from within to conquer all odds here. Between our lead Flick needing to keep his self-esteem up to save his colony, the colony needing to open their eyes onto a new way of living for the future, and the circus bugs finding that they are more than just untalented sideshow freaks, everyone evolves into a better bug by the end of the story. Even the villain Hopper is fully fleshed and menacing for the right reasons. He is not doing it to be mean, but instead understands the fact that the ants outnumber him 100 to 1. He needs them to fear him in order to not have to worry about them finding out the truth. It is very much a circle of life, but not one that can't evolve with the ages.<br /><br />When thinking about the animation, it is actually quite good. Compared to Antz, the rival film of the time, this is much more realistic and less cartoony. The water is rendered nicely, as is the foliage. You don't have to look much further than the ants' eyes to see how much detail went into the production. The reflections and moistness, despite the smooth exterior, shows the realism. All the bugs are finely crafted too. The flies in the city and the crazy mix of creatures recruited to save the ants are never skimped on, whether for a small role or a more expanded one. It is also in the city that we see the workmanship on the environments. While Ant Island is nice, it is just the outdoors. Bug City contains plenty of garbage doubling as buildings and clubs. It is a great showing of humor and inventiveness to see what the animators used for everything. From the ice cube trays as circus stands, the animal crackers box as circus wagoncomplete with full nutrition guide on the sideand crazy compilation of boxes to create a Times Square of billboards and facades, everything is done right.<br /><br />As far as much of the humor, you have to credit the acting talent for wonderful delivery and inspired role choices. No one could do a male ladybug better than Dennis Leary with his acerbic wit. I dare you to think of someone better. Our leads are great too with Dave Foley as Flick and Julia Louis-Dreyfus as Princess Atta, as well as the always-fantastic Kevin Spacey as Hopper. Spacey not only steals many scenes from the movie, but also takes center stage in the bloopers during the credits. Yes, A Bug's Life was the originator of animated outtakes from Pixar, a tradition that has continued on. With many tongue-in-cheek bug jokes laced throughout, you also have to give props to the huge supporting cast. Full of \"those guy actors,\" it is people like Richard Kind, Brad Garrett, and the late Joe Ranft as Heimlich the worm who bring the biggest laughs.<br /><br />Overall, it may be the simplest story brought to screen by Pixar, one that has been told in one form or the other numerous times over the years, but it is inspired enough and fresh enough to deliver an enjoyable experience. There are joyous moments, sad times, and even action packed scenes of suspense with birds coming in to join the fun. Complete with a couple of my favorite Pixar characters, Tuck and Roll, there isn't too much bad that I can think of saying about it."
"3338_1"	0	"It took 9 years to complete this film. I would think that within those 9 years someone would have said,hey, this film is terrible. I've seen better acting in porn movies. The story is tired and played. Abused child turns into serial killer. How about something new for a change. How about abused child turns into a florist? At least that would have been a new twist. Why is it that everyone with a camera and a movie idea (especially unoriginal movie ideas) thinks that they can be a director? I do admire the fact that they stuck with this film for 9 years to get it completed. That shows tenacity and spirit. With this kind of drive hopefully next time they can focus it on a better script. If you want to see a failed experiment in indie film making from a writer/director from Michigan see Hatred of A Minute. If you want a good movie from a Michigan writer/director stick with Evil Dead."
"6484_10"	1	"I remember watching this in the 1970s - then I have just recently borrowed a couple of episodes from our public library.<br /><br />With a nearly 30 year hiatus, I have come to another conclusion. Most of the principals interviewed in this series - some at the center of power like Traudl Junge (Hitler's Secretary),Karl Doenitz (head of Germany's navy) Anthony Eden (UK) - are long gone but their first hand accounts will live on.From Generals and Admirals to Sergeants, Russian civilians, concentration camp survivors, all are on record here. <br /><br />I can remember the Lord Mountbatten interview (killed in the 1970s) <br /><br />This is truly a gem and I believe the producer of this series was knighted by Queen Elizabeth for this work - well deserved.<br /><br />Seeing these few episodes from the library makes me want to buy the set.<br /><br />This is the only \"10\" I have given any review but I have discovered like a fine bottle of wine, it is more appreciated with a little time..."
"9710_2"	0	"It's obvious that the people who made 'Dead At The Box Office' love B-movie horror. Overt references to the genre are peppered throughout, from stock characters (the authority figure who doesn't believe the monstrous invasion is really happening) to Kevin Smith style discussions to reenacting Duane Jones' last moments from 'Night of the Living Dead' not once but twice.<br /><br />Unfortunately it takes more than love to make a good movie.<br /><br />The staging and shot choice are unexciting and unimaginative. While a common admonition in film school is to avoid 'Mastershot Theatre,' telling the story completely in a wide master shot, here we find the obverse as in several sequences it's hard to figure out the spatial relationships between characters as the story is told in a series of medium shots with no establishing shot to tie it together. Editing is drab and basic and at times there are unmotivated cuts. The lighting is flat and sometimes muddy, making the scenes in the darkened theatre hard to make out (was there lighting, or was this shot with available light only?). Some shots are out of focus. The dialogue is trite, and the performances, for the most part, one-note (Isaiah Robinson shows some energy and screen presence as Curtis, and the fellow playing the projectionist has some pleasantly dickish line readings; Michael Allen Williams as the theater manager and Casey Kirkpatrick as enthusiastic film geek Eric have some nice moments). The premise is silly, even for a B horror flick (Also, it's too bad Dr Eisner was unaware of Project Paperclip - he could've saved himself a lot of trouble!). The 'zombies' are non-threatening, and their makeup is unconvincing (although the chunky zombie trying to get a gumball out of the machine raised a smile). For a zombie fan film, there is very little blood or violence, although what there is, is handled pretty well. The incidental music, while stylistically uneven, is kind of nice at times, and there are some good foley effects. The 'Time Warp' parody was a fun listen, although the images going along with it were less fun to watch. Unfortunately, the looped dialogue sounds flat. Was this shot non-sync (doubtful, it looks like video through and through)? I watched the special introduction by Troma Films' Lloyd Kaufman before the main feature - although it consisted essentially of Kaufman plugging his own stuff and admitting that he hadn't seen the movie while someone mugged in a Toxie mask, its production and entertainment values were higher than 'Dead...' itself (quick aside to whoever put the DVD together - the countdown on film leader beeps only on the flash-frame 2, not on every number plus one more after). For that matter, the vampire film theatregoers are seen watching early in 'Dead...' looked a lot more entertaining than this. Recommendation to avoid, unless you know someone involved in the production or are an ardent Lloyd Kaufman completist (he plays 'Kaufman the Minion' in the film-within-a-film).<br /><br />(Full disclosure: my girlfriend is an extra in this movie. I swear this did not color my review.)"
"5049_3"	0	"A group of us watched this film are were really disgusted. We were willing to forgive the fact that our favorite character Jo wasn't on (it's not like the writers/producers could do anything about that). The writing was poor, the script was sub-par. What REALLY annoyed us: 1. When the two guys realized they were both dating Natalie, they didn't just leave they put up with that stupid (and ultimately degrading) contest - but only because they were macho competing guys, not because they really wanted Natalie. 2. Despite being unable to choose between the two guys before the reunion, Natalie suddenly decides that she really loves one of the guys and is now ready to marry him? (and there was no foreshadowing that he was really a better guy, it's as if the writers flipped a coin and then just had her spit it out at some convenient point in the film). 3. Blair makes a point of talking about how she does not want children and then all of a sudden when her husband says he wants to have children, she blissfully agrees with him."
"2549_1"	0	"my friend bought the movie for 5 (its is not even 1 cent worth), because they wrote it was like American pie. but we would soon find out that there is a long way from American pie to that piece of crap. it is not even a comedy, its more like a really really really bad documentary. not only the story is bad, the picture and sound also sucks to. they put in some alcohol, chicks, dwarfs and drunken teens. and the result is a disaster. if you see this movie don't buy it, rather spend your money on something else, and better. if you are gonna torture yourself, then don't invite your friend/s, unless you hate really much and you want to get rid of them."
"3640_8"	1	"This is one of my favorite sports movies. Dennis Quaid is moving and convincing in the part of a man who gave up his dream of being a baseball pitcher when his arm gave out on him. As a high school coach, he challenges his players to win the division championship by telling them he'll try out for a baseball team if they do. They win (partly because of all the batting practice they take with a coach who can pitch over 90 miles an hour), and he keeps his side of the bargain--and is signed! <br /><br />If you have ever decided to try something new and terrifying as an adult, Jim Morris's story will resonate with you. It is moving and inspiring, and the man's relationships ring true. <br /><br />Inspiration is not the only reason I rent this one, though. Dennis Quaid is just downright purdy in the part, and a baseball movie with a good-looking man changing a diaper is my idea of heaven. Ladies, if you feel the way I do, check this one out."
"9503_7"	1	"a bit slow and boring, the tale of an old man and his wife living a delapidated building and interacting with a fixed cast of characters like the mailman, the brothers sitting on the porch, the wealthy cigar smoking man. The photography of the river is marvelous, as is the interior period decoration. If you like decoration of Banana Republic stores, this is a must."
"3925_10"	1	"Undoubtedly one of the great John Ford's masterpieces, Young Mr. Lincoln went practically unnoticed at the time of its initial release, no wonder because the year was 1939 when many of the greatest movies of the whole cinema history had been released, including the most mythical Western in the history of the genre, John Ford's milestone Stagecoach and many others, such as Gone with the Wind, The Wizard of Oz, Mr. Smith Goes to Washington which took the Oscar in the only category Young Mr. Lincoln was nominated for, which is Original Screenplay. <br /><br /> It continued to be the most underrated Ford's film for many years ahead destined to gradually fade away in the shadow of other John Ford's masterpieces, but by the end of the 1950s American and European film critics and historians took a hold of a note written by legendary Russian director Sergei Eisenstein about the Young Mr. Lincoln where he praised it and acknowledged that if he would only have had an opportunity to direct any American film ever made till then, it would be definitely John Ford's Young Mr. Lincoln. Impressed by such an undoubted preference from Eisenstein, critics began to see the film again but only with a bit different eyes and film's reputation has been increasing ever since. <br /><br /> It was far not for the first time the life of one of the most legendary American presidents was brought to the screen. Right in the beginning of the 1930s Griffith did it in his Abraham Lincoln and the same year as Ford's film, MGM released John Cromwell's one called Abe Lincoln in Illinois. Curiously enough both of them were based on a very successful Broadway Stage Play released in 1938 and written by Robert Sherwood. <br /><br /> As far as John Ford's films are concerned, we can easily find many references to the life and deeds and even death of mythical Lincoln's figure in several of director's works, such as 1924 The Iron Horse or 1936 The Prisoner of the Shark Island, the second one, just as Young Mr. Lincoln, utilizes as the main musical theme the favourite Lincoln's song - Dixie.<br /><br /> The screenplay based on a previously mentioned Stage Play and Lincoln's biographies was written by Lamar Trotti in collaboration with John Ford himself, which was quite a rare thing for Ford to do but final result was simply superb - a script combining elements of the Play with several historical facts as well as myths and legends about the beginning of Abraham Lincoln's life and law practice culminating in a hilarious but mostly heartbreaking trial scene, which is the film's highest point and main laugh and tears generator, where Lincoln defends the two young brothers accused of a murder and have to devise a manner to help their mother too when she is brought before the court as a witness and where the prosecuting attorney (played by Donald Meek) demands her to indicate which one of her sons actually committed the murder obviously obliging her to the making of an impossible choice of condemning to death one and letting live the other.<br /><br /> Overall it's a very touching, heart-warming and even funny film with simply magnificent performance from Henry Fonda in his supreme characterization of Abraham Lincoln and with overwhelming richness of other characters no matter how little or how big they are incarnated from the wonderful and intelligent screenplay and conducted by the ability of John Ford's genius at one of its best deliveries ever. A definite must see for everyone. 10/10"
"1091_2"	0	"Dreary. Schlocky. Just plain dreadful and awful. Let's be honest, when you sit down to watch something called The Double-D Avenger you aren't expecting great art or even mild mainstream entertainment. You are probably expecting a cult film type and maybe get some good looks at some impressive busts. You don't get really either of these in the video. The story, as it consistent with most of these types, is inane: Kitten Natividad runs a local pub, finds out she has breast cancer, flies down to South America for a fruit that claims to be a panacea for any ills and a super-human abilities giver, returns and fights, dressed as the Double-D Avenger, a group from a local strip club wanting to edge out the competition. As stories go, I have seen a lot worse, but as another reviewer noted the execution is horrendous. The action sequences lack zip, drive, motivation, and are tissue thin. The acting isn't even properly campy and the dialog is the pits. Nothing, and I mean NOTHING is funny from the wincing puns to the heavy-handed boob references. All could be forgiven if the girls could make up for it, but they all fall way short. Kitten, Haji, and Raven de la Croix are all quite older(still lovely in their own ways) yet expose nothing and become the antithesis of what they are trying to be: older, campy caricatures of their former selves. Instead, they look so lame and desperate - more because of the vehicle they are \"starring\" in rather than their own abilities. There are some other lovely ladies, but you really do not see much of anything. PG -13 definitely could be an appropriate rating for this. The material, the actresses, and director are all tired, tiresome, and dated - and again - NOT FUNNY! It was a brutal hour plus sitting through this, and that is a shame as I was expecting something campy and fun. The guy playing Bubba by the way was the only real laugh for me. Not that he was good at all mind you, but every time he opened his mouth I kept thinking how truly awful he was. The lone bright spot here at all is seeing Mr. Sci-fi himself, Forrest J. Ackerman, play the curator of a wax museum and chatting to his wax Frankenstein affectionately called Frankie. Other than that this is a complete bust - now how is that for another tired, dreadful, trite pun!"
"1933_8"	1	"This indie film looks at the lives of a group of people taking an adult swim class in Connecticut. The plot is fairly thin. What drives the film is the characters, excellently played by mostly unknown actors. Standouts in the cast are Brewster as a high school teacher experiencing marital problems and Weixler as a casino dealer who moonlights as a stripper. The two actresses give natural performances and work well together. This is an impressive feature film debut for writer Schechter and director Setton. The latter keeps the narrative moving at a fast clip. The film title and poster suggest something raunchy, but this is a marvelous little comedy-drama."
"10033_1"	0	"I was very displeased with this move. Everything was terrible from the start. The comedy was unhumorous, the action overdone, the songs unmelodious. Even the storyline was weightless. From a writer who has written successful scripts like Guru and Dhoom, I had high expectations. The actors worked way too hard and did not help the film at all. Of course, Kareena rocked the screen in a bikini but for two seconds. I think Hindi stunt directors should research how action movies are done. They tend to exaggerate way too much. In Chinese films, this style works because that is their signature piece. But, Hindi cinema's signature are the songs. A good action movie should last no more than two hours and cannot look unrealistic. But, in the future, I'm sure these action movies will get much sharper. Also to be noted: Comedy and action films do not mix unless done properly. Good Luck next time."
"187_8"	1	"Marion Davies stars in this remarkable comedy \"Show People\" released by MGM in 1928. Davies plays a hick from Savannah, Georgia, who arrives in Hollywood with her father (Dell Henderson). The jalopy they arrive in is a hoot - as is Davies outrageous southern costume. Davies lands a job in slapstick comedy, not what she wants, but it brings her success. She meets fellow slapstick star William Haines, who is immediately smitten with her. Well, Davies then gets a job at a more prestigious studio (\"High Art Studios\") and lands a job in stuffy period pieces. A handsome but fake actor (Andre Telefair) shows her the ropes of how to be the typical pretentious Hollywood star. Davies abandons her slapstick friend and father for the good life, but of course learns that is not who she really is. Marion Davies is wonderful throughout, as she - outrageously - runs the gamut of emotions required of a \"serious\" actress. William Haines is his usual wonderful comedic self, and there are cameos by Charles Chaplin, John Gilbert, and other famous stars of the day, including the director of the film, King Vidor. This is a silent film with a few \"sound effects\" as sound pictures were just coming into their own. A treasure of a film."
"12443_1"	0	"- Let me start by saying that I understand that Invasion of the Star Creatures was meant to be a parody of the sci-fi films of the 50s. I understand that none of it is to be taken seriously. The problem I have is that none of it works. A parody should be funny and this one just isn't. Not once during the entire runtime did I so much as crack a smile. In general, I am easily entertained, but I couldn't find a sliver of entertainment anywhere in Invasion of the Star Creatures.<br /><br />- I knew I was in trouble right from the beginning. The two \"stars\" make their screen appearance with one of the lamest gags imaginable - a water hose they can't control that gets them both wet. These two come off as Bowery Boys wannabes. Why anyone would want to mime the act and persona of the Bowery Boys is beyond me. After the less than illustrious beginning, the movies goes on to feature comical chase sequences, dancing Indians, vegetable men, decoder rings, and other assorted unfunny bits. It's all just a complete waste of time.<br /><br />- I bought this on the double feature DVD with Invasion of the Bee Girls. That movie is Academy Award winning stuff in comparison with Invasion of the Star Creatures."
"8415_7"	1	"If \"The Cabinet of Dr. Caligari\" is the father of all horror films (and of German expressionist cinema), this pre-WWI film is the grandfather. The titular student, starving in an empty garret, makes a deal with the Devil-- the Devil gives him a bottomless sack of gold, in exchange for \"anything in this room.\" The Devil chooses the student's reflection in his mirror. He walks off with the student's doppelganger, who commits crimes for which the student is blamed.<br /><br />The film is marred by some limitations arising out of the technically primitive state of 1913 filmmaking; the plot cries out for chiaroschuro effects, but the film is, of necessity, virtually all shot in shadowless daylight. But the scene where the reflection walks out of the mirror still packs a wallop.<br /><br />More interesting for the trends it fortells than for its own sake, The Student of Prague is still worthwhile."
"9545_7"	1	"I don't know whether to recommend this movie to the fans of \" Tetsuo \" or not . Why \" Tetsuo \" ? Because you can easily label some things about this movie as a very obvious \" Tetsuo \" rip - off . The concept is similar , editing is equally frantic and fast - which is good because , aside from making the movie more dynamic , it obscures some flaws caused by low budget and other factors .<br /><br />There is lot more gore , less eroticism and , in the case of \" Meatball machine \" , the transformation of human being into a creature that's partially a machine( sounds familiar ? ) called \" Necroborg \" ( very original ) is caused by slimy little aliens .<br /><br />These slimy little scums from outer space actually use human beings as vessels for their gladiator games that they play with each other . They infest the body , somehow manage to put an insane amount of mechanical parts in it pulling them seemingly out of nowhere and turn it into a killing machine that targets other Necroborgs . Their aim is to defeat another alien who is in another Necroborg , rip it out of the corpse and eat it .<br /><br />All in all , the plot sounds somewhat silly and I didn't expect much , but at the end I actually enjoyed this film .<br /><br />As I said before , this is a low budget flick , but it's still relatively decent . Don't expect much from actors , they're mostly not very good , but it can be tolerated . I liked the atmosphere and gore , certain bizarre situations and the way the movie is directed and edited . Although the story is not too original , it possesses certain charm - to me at least .<br /><br />7 out of 10 ."
"5296_10"	1	"Absolutely hilarious. John Waters' tribute to the people he loves most (Baltimoreans) is a twisted little ditty with plenty to look at and laugh at. It's like being turned loose in a museum of kitsch! I haven't laughed so much in a theater since Serial Mom. I loved seeing old friends from the Dreamland days, Sharon Nisep and Susan Lowe, back in front of Waters' camera. The cast is simply wonderful (especially Edward Furlong and Martha Plimpton). Uses the best elements of past Waters atrocities (especially the underrated Polyester) and plenty of new surprises. Made me sick, in a wonderful way. Thanks, John!"
"11694_4"	0	"So 'Thinner'... Yep.. This Steven Bachman (read Steven King) yarn about a man who gets his just desserts from a Gypsy Elder who he just killed, The story itself is there, no doubt about it, but I don't know why I didn't enjoy it more than I could have. I guess what really distracted me was the actors. I mean, who's the lead? Robert John Burke? Who's he? And fer crying out loud, can someone please stop hiring Joseph Mantegna for every Italian Mafioso role there ever is? And while we're at it, does every Mafioso have to have a pasta cooking Italian mother? The only good acting job done here is under 10 pounds of makeup, Michael Constantine as the Gypsy elder. He's pretty good. But the rest, I make you all, \"better actors...\""
